State,State Code,Year,Sex,broad_age_group,Deaths,Population,component_age_groups_observed,rate_per_100k,expected_component_age_groups,complete_broad_age_group
Tennessee,47,2022,Male,25-44,203,931800.0,2,21.785790942262288,2,True
Tennessee,47,2022,Male,45-64,217,873863.0,2,24.832267758218393,2,True
Tennessee,47,2022,Male,65+,209,543681.0,3,38.441659723256834,3,True
Tennessee,47,2023,Female,15-24,13,452330.0,1,2.8740079145756416,1,True
Tennessee,47,2023,Female,25-44,44,957225.0,2,4.596620439290658,2,True
Tennessee,47,2023,Female,45-64,57,908790.0,2,6.2720760571749254,2,True
Tennessee,47,2023,Female,65+,24,396746.0,1,6.049210326002027,3,False
Tennessee,47,2023,Male,15-24,96,466903.0,1,20.561015885526544,1,True
Tennessee,47,2023,Male,25-44,198,942207.0,2,21.01449044636688,2,True
Tennessee,47,2023,Male,45-64,226,871031.0,2,25.94626368062675,2,True
Tennessee,47,2023,Male,65+,206,557719.0,3,36.93616319329268,3,True
Tennessee,47,2024,Female,15-24,11,458442.0,1,2.399431116695242,1,True
Tennessee,47,2024,Female,25-44,37,975214.0,2,3.79403905194142,2,True
Tennessee,47,2024,Female,45-64,59,910950.0,2,6.47675503595148,2,True
Tennessee,47,2024,Female,65+,14,404337.0,1,3.462458295926418,3,False
Tennessee,47,2024,Male,15-24,71,475803.0,1,14.922142147065067,1,True
Tennessee,47,2024,Male,25-44,199,960688.0,2,20.71432140299452,2,True
Tennessee,47,2024,Male,45-64,229,873345.0,2,26.221023764949706,2,True
Tennessee,47,2024,Male,65+,180,573966.0,3,31.360742622385295,3,True
Texas,48,1999,Female,15-24,19,1506817.0,1,1.2609361322576,1,True
Texas,48,1999,Female,25-44,77,3189422.0,2,2.4142305408315363,2,True
Texas,48,1999,Female,45-64,59,2083283.0,2,2.8320684227730943,2,True
Texas,48,1999,Female,65+,20,621211.0,1,3.219518005959328,3,False
Texas,48,1999,Male,15-24,165,1611727.0,1,10.237465774290559,1,True
Texas,48,1999,Male,25-44,347,3253681.0,2,10.66484391063537,2,True
Texas,48,1999,Male,45-64,270,1994241.0,2,13.53898550877251,2,True
Texas,48,1999,Male,65+,243,849069.0,3,28.619582154100552,3,True
Texas,48,2000,Female,15-24,20,1533375.0,1,1.3043123828156844,1,True
Texas,48,2000,Female,25-44,89,3206701.0,2,2.7754380592390744,2,True
Texas,48,2000,Female,45-64,65,2148709.0,2,3.0250722643224375,2,True
Texas,48,2000,Female,65+,22,1040631.0,2,2.114101924697611,3,False
Texas,48,2000,Male,15-24,194,1642261.0,1,11.81298222389742,1,True
Texas,48,2000,Male,25-44,336,3277620.0,2,10.251340912003222,2,True
Texas,48,2000,Male,45-64,308,2060618.0,2,14.946972219013908,2,True
Texas,48,2000,Male,65+,217,862181.0,3,25.168729071969803,3,True
Texas,48,2001,Female,15-24,19,1580982.0,1,1.201784713551451,1,True
Texas,48,2001,Female,25-44,69,3232678.0,2,2.134453230417629,2,True
Texas,48,2001,Female,45-64,79,2253625.0,2,3.505463420045482,2,True
Texas,48,2001,Female,65+,24,1055942.0,2,2.2728521074074144,3,False
Texas,48,2001,Male,15-24,177,1695059.0,1,10.442114404277373,1,True
Texas,48,2001,Male,25-44,397,3297144.0,2,12.040723729385189,2,True
Texas,48,2001,Male,45-64,342,2166204.0,2,15.78798672701186,2,True
Texas,48,2001,Male,65+,256,881379.0,3,29.045393638831875,3,True
Texas,48,2002,Female,15-24,12,1614210.0,1,0.743397699184121,1,True
Texas,48,2002,Female,25-44,78,3247309.0,2,2.4019888467651214,2,True
Texas,48,2002,Female,45-64,66,2346378.0,2,2.812846012023638,2,True
Texas,48,2002,Female,65+,17,633486.0,1,2.6835636462368546,3,False
Texas,48,2002,Male,15-24,144,1734707.0,1,8.301113675104787,1,True
Texas,48,2002,Male,25-44,378,3305376.0,2,11.435915308878627,2,True
Texas,48,2002,Male,45-64,344,2257051.0,2,15.24112658508824,2,True
Texas,48,2002,Male,65+,257,896651.0,3,28.662210826731915,3,True
Texas,48,2003,Female,15-24,27,1645041.0,1,1.6412964783248563,1,True
Texas,48,2003,Female,25-44,56,3256863.0,2,1.7194459822227706,2,True
Texas,48,2003,Female,45-64,86,2437847.0,2,3.5277029280344503,2,True
Texas,48,2003,Female,65+,27,1083439.0,2,2.4920646201585877,3,False
Texas,48,2003,Male,15-24,146,1758883.0,1,8.30072267456107,1,True
Texas,48,2003,Male,25-44,389,3299554.0,2,11.78947215290309,2,True
Texas,48,2003,Male,45-64,375,2346777.0,2,15.979362333958447,2,True
Texas,48,2003,Male,65+,238,915957.0,3,25.9837525123996,3,True
Texas,48,2004,Female,15-24,15,1667152.0,1,0.8997379962954787,1,True
Texas,48,2004,Female,25-44,80,3276135.0,2,2.441901814180429,2,True
Texas,48,2004,Female,45-64,83,2529737.0,2,3.280973476689474,2,True
Texas,48,2004,Female,65+,35,1100420.0,2,3.180603769469839,3,False
Texas,48,2004,Male,15-24,160,1782863.0,1,8.974329491385484,1,True
Texas,48,2004,Male,25-44,329,3312960.0,2,9.930696416497634,2,True
Texas,48,2004,Male,45-64,340,2437152.0,2,13.950709680807762,2,True
Texas,48,2004,Male,65+,267,936961.0,3,28.496383520765537,3,True
Texas,48,2005,Female,15-24,20,1684543.0,1,1.1872656263449493,1,True
Texas,48,2005,Female,25-44,65,3301507.0,2,1.968797885329336,2,True
Texas,48,2005,Female,45-64,92,2627498.0,2,3.5014298773966717,2,True
Texas,48,2005,Female,65+,18,662386.0,1,2.7174487383489385,3,False
Texas,48,2005,Male,15-24,174,1804008.0,1,9.645190043503133,1,True
Texas,48,2005,Male,25-44,364,3332807.0,2,10.921724540304915,2,True
Texas,48,2005,Male,45-64,378,2533198.0,2,14.921849772501005,2,True
Texas,48,2005,Male,65+,256,962229.0,3,26.604893429734503,3,True
Texas,48,2006,Female,15-24,14,1713845.0,1,0.816876672044438,1,True
Texas,48,2006,Female,25-44,84,3364032.0,2,2.497003595685178,2,True
Texas,48,2006,Female,45-64,96,2738662.0,2,3.5053613771980627,2,True
Texas,48,2006,Female,65+,11,685443.0,1,1.6048015662863286,3,False
Texas,48,2006,Male,15-24,156,1833483.0,1,8.508396314555412,1,True
Texas,48,2006,Male,25-44,317,3378132.0,2,9.383884347917725,2,True
Texas,48,2006,Male,45-64,377,2638456.0,2,14.288659731297395,2,True
Texas,48,2006,Male,65+,244,997062.0,3,24.471898437609696,3,True
Texas,48,2007,Female,15-24,20,1733002.0,1,1.1540667581456916,1,True
Texas,48,2007,Female,25-44,61,3412374.0,2,1.78761179167348,2,True
Texas,48,2007,Female,45-64,82,2834633.0,2,2.892790706945132,2,True
Texas,48,2007,Female,65+,28,1172171.0,2,2.388729971992141,3,False
Texas,48,2007,Male,15-24,168,1849608.0,1,9.083005696342145,1,True
Texas,48,2007,Male,25-44,367,3423501.0,2,10.72002023659406,2,True
Texas,48,2007,Male,45-64,435,2730368.0,2,15.93191833481787,2,True
Texas,48,2007,Male,65+,242,1027716.0,3,23.547361333286627,3,True
Texas,48,2008,Female,15-24,10,1756850.0,1,0.5692005578165467,1,True
Texas,48,2008,Female,25-44,72,3453168.0,2,2.0850419093423778,2,True
Texas,48,2008,Female,45-64,97,2922221.0,2,3.3193930233202757,2,True
Texas,48,2008,Female,65+,31,1204043.0,2,2.5746588784619817,3,False
Texas,48,2008,Male,15-24,169,1867342.0,1,9.050297160348773,1,True
Texas,48,2008,Male,25-44,390,3468164.0,2,11.245142963250872,2,True
Texas,48,2008,Male,45-64,450,2814053.0,2,15.991170031268068,2,True
Texas,48,2008,Male,65+,280,1067097.0,3,26.23941403639969,3,True
Texas,48,2009,Female,15-24,28,1784119.0,1,1.5694020410073544,1,True
Texas,48,2009,Female,25-44,70,3495990.0,2,2.002294056905197,2,True
Texas,48,2009,Female,45-64,111,3010604.0,2,3.6869677978239586,2,True
Texas,48,2009,Female,65+,13,764335.0,1,1.700824900076537,3,False
Texas,48,2009,Male,15-24,164,1888308.0,1,8.685023841449595,1,True
Texas,48,2009,Male,25-44,394,3511969.0,2,11.218777842287333,2,True
Texas,48,2009,Male,45-64,502,2898986.0,2,17.31639959627263,2,True
Texas,48,2009,Male,65+,286,1106506.0,3,25.847125998413023,3,True
Texas,48,2010,Female,15-24,19,1799164.0,1,1.0560460302673909,1,True
Texas,48,2010,Female,25-44,74,3526998.0,2,2.098101558322403,2,True
Texas,48,2010,Female,45-64,96,3073136.0,2,3.1238448282145663,2,True
Texas,48,2010,Female,65+,24,1262014.0,2,1.9017221678998808,3,False
Texas,48,2010,Male,15-24,180,1901039.0,1,9.468506432535051,1,True
Texas,48,2010,Male,25-44,446,3544857.0,2,12.581607664286599,2,True
Texas,48,2010,Male,45-64,531,2959891.0,2,17.939849812036996,2,True
Texas,48,2010,Male,65+,317,1135664.0,3,27.913185590104113,3,True
Texas,48,2011,Female,15-24,29,1825152.0,1,1.5889087593800408,1,True
Texas,48,2011,Female,25-44,97,3581783.0,2,2.7081484277523233,2,True
Texas,48,2011,Female,45-64,110,3152557.0,2,3.4892311225459207,2,True
Texas,48,2011,Female,65+,34,1304365.0,2,2.6066323460074443,3,False
Texas,48,2011,Male,15-24,173,1932329.0,1,8.952926753156424,1,True
Texas,48,2011,Male,25-44,414,3605484.0,2,11.48250831233754,2,True
Texas,48,2011,Male,45-64,511,3037792.0,2,16.82142819521547,2,True
Texas,48,2011,Male,65+,304,1187116.0,3,25.608280909363533,3,True
Texas,48,2012,Female,15-24,23,1848033.0,1,1.2445665201865983,1,True
Texas,48,2012,Female,25-44,94,3628629.0,2,2.5905100797022786,2,True
Texas,48,2012,Female,45-64,100,3182026.0,2,3.1426518827941696,2,True
Texas,48,2012,Female,65+,31,1365488.0,2,2.270250635670178,3,False
Texas,48,2012,Male,15-24,196,1965546.0,1,9.971783921617709,1,True
Texas,48,2012,Male,25-44,413,3671386.0,2,11.249157675057868,2,True
Texas,48,2012,Male,45-64,514,3069204.0,2,16.74701323209536,2,True
Texas,48,2012,Male,65+,361,1251879.0,3,28.836652743595828,3,True
Texas,48,2013,Female,15-24,35,1867301.0,1,1.8743630512702558,1,True
Texas,48,2013,Female,25-44,91,3676283.0,2,2.4753263010491846,2,True
Texas,48,2013,Female,45-64,120,3216004.0,2,3.731338642613629,2,True
Texas,48,2013,Female,65+,27,1424849.0,2,1.894937639005958,3,False
Texas,48,2013,Male,15-24,176,1988024.0,1,8.853011834867186,1,True
Texas,48,2013,Male,25-44,457,3729872.0,2,12.252431182625033,2,True
Texas,48,2013,Male,45-64,515,3104118.0,2,16.590864135963905,2,True
Texas,48,2013,Male,65+,346,1312487.0,3,26.36216587288103,3,True
Texas,48,2014,Female,15-24,24,1895433.0,1,1.2662014431530948,1,True
Texas,48,2014,Female,25-44,90,3759251.0,2,2.394093929881245,2,True
Texas,48,2014,Female,45-64,122,3275387.0,2,3.7247506935821635,2,True
Texas,48,2014,Female,65+,40,1488085.0,2,2.6880184935672355,3,False
Texas,48,2014,Male,15-24,183,2010233.0,1,9.10342233959944,1,True
Texas,48,2014,Male,25-44,432,3801291.0,2,11.364560092873711,2,True
Texas,48,2014,Male,45-64,515,3158652.0,2,16.304423532570222,2,True
Texas,48,2014,Male,65+,367,1375052.0,3,26.689899727428493,3,True
Texas,48,2015,Female,15-24,24,1919823.0,1,1.2501152449991484,1,True
Texas,48,2015,Female,25-44,109,3828808.0,2,2.846839016216013,2,True
Texas,48,2015,Female,45-64,157,3337404.0,2,4.704255163594219,2,True
Texas,48,2015,Female,65+,42,1548224.0,2,2.7127857467653262,3,False
Texas,48,2015,Male,15-24,214,2037770.0,1,10.501675851543599,1,True
Texas,48,2015,Male,25-44,497,3877366.0,2,12.817980041089749,2,True
Texas,48,2015,Male,45-64,570,3216944.0,2,17.718679591562676,2,True
Texas,48,2015,Male,65+,364,1433798.0,3,25.387118687569657,3,True
Texas,48,2016,Female,15-24,42,1930010.0,1,2.1761545276967476,1,True
Texas,48,2016,Female,25-44,119,3876456.0,2,3.069814283974847,2,True
Texas,48,2016,Female,45-64,133,3378491.0,2,3.936668767209976,2,True
Texas,48,2016,Female,65+,33,1610954.0,2,2.0484756237608273,3,False
Texas,48,2016,Male,15-24,235,2045747.0,1,11.48724646791612,1,True
Texas,48,2016,Male,25-44,535,3935559.0,2,13.59400278334031,2,True
Texas,48,2016,Male,45-64,529,3256541.0,2,16.24422969033708,2,True
Texas,48,2016,Male,65+,377,1491261.0,3,25.280618215054236,3,True
Texas,48,2017,Female,15-24,37,1940397.0,1,1.9068262834873482,1,True
Texas,48,2017,Female,25-44,106,3945458.0,2,2.686633592348467,2,True
Texas,48,2017,Female,45-64,136,3426181.0,2,3.9694341892620386,2,True
Texas,48,2017,Female,65+,38,1670122.0,2,2.275282883525874,3,False
Texas,48,2017,Male,15-24,276,2056027.0,1,13.423948226360842,1,True
Texas,48,2017,Male,25-44,563,4021331.0,2,14.000339688526012,2,True
Texas,48,2017,Male,45-64,579,3304448.0,2,17.521837232723893,2,True
Texas,48,2017,Male,65+,399,1548511.0,3,25.766688128143745,3,True
Texas,48,2018,Female,15-24,32,1961865.0,1,1.631101018673558,1,True
Texas,48,2018,Female,25-44,127,4013318.0,2,3.16446391738706,2,True
Texas,48,2018,Female,45-64,124,3454602.0,2,3.5894149311556003,2,True
Texas,48,2018,Female,65+,43,1737575.0,2,2.4747133217271196,3,False
Texas,48,2018,Male,15-24,261,2069021.0,1,12.614661716821626,1,True
Texas,48,2018,Male,25-44,593,4104782.0,2,14.446565006375492,2,True
Texas,48,2018,Male,45-64,616,3332645.0,2,18.483816908191542,2,True
Texas,48,2018,Male,65+,439,1609179.0,3,27.280992356972096,3,True
Texas,48,2019,Female,15-24,37,1977146.0,1,1.8713843084931514,1,True
Texas,48,2019,Female,25-44,113,4060149.0,2,2.783149091326451,2,True
Texas,48,2019,Female,45-64,136,3474985.0,2,3.913685958356655,2,True
Texas,48,2019,Female,65+,60,1806158.0,2,3.3219685099531713,3,False
Texas,48,2019,Male,15-24,295,2078371.0,1,14.19380851638134,1,True
Texas,48,2019,Male,25-44,584,4159053.0,2,14.041658040904984,2,True
Texas,48,2019,Male,45-64,558,3354355.0,2,16.635090799870614,2,True
Texas,48,2019,Male,65+,427,1669167.0,3,25.58162245000051,3,True
Texas,48,2020,Female,15-24,43,2000576.0,1,2.149380978278256,1,True
Texas,48,2020,Female,25-44,127,4114848.0,2,3.0863837497764193,2,True
Texas,48,2020,Female,45-64,112,3497789.0,2,3.2020227635229,2,True
Texas,48,2020,Female,65+,40,1878696.0,2,2.1291363797016656,3,False
Texas,48,2020,Male,15-24,330,2097812.0,1,15.73067558008058,1,True
Texas,48,2020,Male,25-44,630,4222981.0,2,14.918371643159182,2,True
Texas,48,2020,Male,45-64,548,3377770.0,2,16.223721567779926,2,True
Texas,48,2020,Male,65+,431,1733722.0,3,24.85981028100237,3,True
Texas,48,2021,Female,15-24,49,2028019.0,1,2.4161509334971716,1,True
Texas,48,2021,Female,25-44,120,4128571.0,2,2.9065746961842245,2,True
Texas,48,2021,Female,45-64,120,3492981.0,2,3.435461000217293,2,True
Texas,48,2021,Female,65+,53,1887339.0,2,2.808186552601308,3,False
Texas,48,2021,Male,15-24,382,2122821.0,1,17.994922793773004,1,True
Texas,48,2021,Male,25-44,681,4249581.0,2,16.025109299010893,2,True
Texas,48,2021,Male,45-64,588,3454684.0,2,17.020370025160044,2,True
Texas,48,2021,Male,65+,503,1755681.0,3,28.64985153908939,3,True
Texas,48,2022,Female,15-24,43,2113466.0,1,2.0345725930769643,1,True
Texas,48,2022,Female,25-44,121,4180728.0,2,2.894232774770327,2,True
Texas,48,2022,Female,45-64,139,3494529.0,2,3.9776462006753985,2,True
Texas,48,2022,Female,65+,47,1958263.0,2,2.4000861988405027,3,False
Texas,48,2022,Male,15-24,376,2230402.0,1,16.857947580750018,1,True
Texas,48,2022,Male,25-44,758,4360286.0,2,17.384180762454573,2,True
Texas,48,2022,Male,45-64,660,3484305.0,2,18.942084576407634,2,True
Texas,48,2022,Male,65+,479,1809204.0,3,26.475731868821867,3,True
Texas,48,2023,Female,15-24,52,2107839.0,1,2.4669815863545557,1,True
Texas,48,2023,Female,25-44,166,4290109.0,2,3.869365556912423,2,True
Texas,48,2023,Female,45-64,120,3561419.0,2,3.3694434718296273,2,True
Texas,48,2023,Female,65+,60,2045519.0,2,2.933240903653303,3,False
Texas,48,2023,Male,15-24,337,2215933.0,1,15.208041037341832,1,True
Texas,48,2023,Male,25-44,745,4419164.0,2,16.85839222079108,2,True
Texas,48,2023,Male,45-64,681,3517327.0,2,19.361293391259895,2,True
Texas,48,2023,Male,65+,521,1896449.0,3,27.47239709583543,3,True
Texas,48,2024,Female,15-24,44,2166005.0,1,2.0313895858966164,1,True
Texas,48,2024,Female,25-44,171,4427796.0,2,3.8619665404639236,2,True
Texas,48,2024,Female,45-64,108,3615699.0,2,2.986974302894129,2,True
Texas,48,2024,Female,65+,54,2130361.0,2,2.5347816637649676,3,False
Texas,48,2024,Male,15-24,350,2286310.0,1,15.308510219524038,1,True
Texas,48,2024,Male,25-44,807,4572947.0,2,17.64726335118251,2,True
Texas,48,2024,Male,45-64,661,3574279.0,2,18.49324017515141,2,True
Texas,48,2024,Male,65+,551,1975752.0,3,27.888115512473227,3,True
Utah,49,1999,Female,65+,0,105756.0,3,0.0,3,True
Utah,49,1999,Male,15-24,32,218100.0,1,14.672168729940394,1,True
Utah,49,1999,Male,25-44,55,317569.0,2,17.319070816106105,2,True
Utah,49,1999,Male,45-64,31,182845.0,2,16.954250868221717,2,True
Utah,49,1999,Male,65+,16,47223.0,1,33.881794888084194,3,False
Utah,49,2000,Female,65+,0,68406.0,2,0.0,3,False
Utah,49,2000,Male,15-24,27,220367.0,1,12.252288228273745,1,True
Utah,49,2000,Male,25-44,53,321161.0,2,16.502626408561436,2,True
Utah,49,2000,Male,45-64,27,118948.0,1,22.698994518613176,2,False
Utah,49,2000,Male,65+,28,76051.0,2,36.8173988507712,3,False
Utah,49,2001,Female,65+,0,108950.0,3,0.0,3,True
Utah,49,2001,Male,15-24,37,226320.0,1,16.348533050547896,1,True
Utah,49,2001,Male,25-44,57,323615.0,2,17.613522240934444,2,True
Utah,49,2001,Male,45-64,41,198883.0,2,20.615135531945917,2,True
Utah,49,2001,Male,65+,12,48549.0,1,24.717295927825496,3,False
Utah,49,2002,Female,45-64,0,81198.0,1,0.0,2,False
Utah,49,2002,Female,65+,0,55207.0,2,0.0,3,False
Utah,49,2002,Male,15-24,29,229475.0,1,12.637542215927661,1,True
Utah,49,2002,Male,25-44,65,327317.0,2,19.858424707546508,2,True
Utah,49,2002,Male,45-64,36,207588.0,2,17.342042892652756,2,True
Utah,49,2002,Male,65+,10,30052.0,1,33.27565553041395,3,False
Utah,49,2003,Female,65+,0,112344.0,3,0.0,3,True
Utah,49,2003,Male,15-24,37,229098.0,1,16.150293760748674,1,True
Utah,49,2003,Male,25-44,48,331517.0,2,14.478895501588154,2,True
Utah,49,2003,Male,45-64,45,215576.0,2,20.874308828441013,2,True
Utah,49,2003,Male,65+,17,50637.0,1,33.572289037660205,3,False
Utah,49,2004,Female,65+,0,114300.0,3,0.0,3,True
Utah,49,2004,Male,15-24,28,226568.0,1,12.358320680766921,1,True
Utah,49,2004,Male,25-44,57,338884.0,2,16.819914779098454,2,True
Utah,49,2004,Male,45-64,53,223577.0,2,23.705479543960248,2,True
Utah,49,2004,Male,65+,13,31317.0,1,41.511000415110004,3,False
Utah,49,2005,Female,15-24,0,222065.0,1,0.0,1,True
Utah,49,2005,Female,65+,0,117850.0,3,0.0,3,True
Utah,49,2005,Male,15-24,31,227427.0,1,13.630747448631867,1,True
Utah,49,2005,Male,25-44,63,346172.0,2,18.199045561166127,2,True
Utah,49,2005,Male,45-64,55,233228.0,2,23.582074193493064,2,True
Utah,49,2005,Male,65+,20,86061.0,2,23.23933024250241,3,False
Utah,49,2006,Female,25-44,11,150333.0,1,7.317089394876707,2,False
Utah,49,2006,Female,65+,0,59712.0,2,0.0,3,False
Utah,49,2006,Male,15-24,28,226683.0,1,12.352051102199987,1,True
Utah,49,2006,Male,25-44,62,357399.0,2,17.347558331164887,2,True
Utah,49,2006,Male,45-64,42,243228.0,2,17.26774877892348,2,True
Utah,49,2006,Male,65+,26,89315.0,2,29.110451771818845,3,False
Utah,49,2007,Female,65+,0,17747.0,1,0.0,3,False
Utah,49,2007,Male,15-24,21,226421.0,1,9.274758083393325,1,True
Utah,49,2007,Male,25-44,60,370848.0,2,16.179135387004916,2,True
Utah,49,2007,Male,45-64,59,252083.0,2,23.404989626432563,2,True
Utah,49,2007,Male,65+,23,91933.0,2,25.018219790499604,3,False
Utah,49,2008,Female,65+,0,18458.0,1,0.0,3,False
Utah,49,2008,Male,15-24,35,225813.0,1,15.499550513035123,1,True
Utah,49,2008,Male,25-44,51,381400.0,2,13.371788148925013,2,True
Utah,49,2008,Male,45-64,67,259656.0,2,25.803370613426996,2,True
Utah,49,2008,Male,65+,15,61015.0,1,24.584118659346064,3,False
Utah,49,2009,Female,25-44,11,159304.0,1,6.9050369105609395,2,False
Utah,49,2009,Female,65+,0,62863.0,2,0.0,3,False
Utah,49,2009,Male,15-24,23,225495.0,1,10.199782700281602,1,True
Utah,49,2009,Male,25-44,71,391721.0,2,18.12514519262434,2,True
Utah,49,2009,Male,45-64,70,266158.0,2,26.30016756963909,2,True
Utah,49,2009,Male,65+,11,63720.0,1,17.263025737602007,3,False
Utah,49,2010,Female,65+,0,19681.0,1,0.0,3,False
Utah,49,2010,Male,15-24,30,225334.0,1,13.313570078195033,1,True
Utah,49,2010,Male,25-44,104,398317.0,2,26.10985722427112,2,True
Utah,49,2010,Male,45-64,70,271249.0,2,25.806546752246092,2,True
Utah,49,2010,Male,65+,30,101735.0,2,29.4883766648646,3,False
Utah,49,2011,Female,25-44,13,218576.0,1,5.94758802430276,2,False
Utah,49,2011,Female,45-64,10,153457.0,1,6.516483444873808,2,False
Utah,49,2011,Female,65+,0,20478.0,1,0.0,3,False
Utah,49,2011,Male,15-24,30,231991.0,1,12.931536137177735,1,True
Utah,49,2011,Male,25-44,73,403215.0,2,18.104485200203364,2,True
Utah,49,2011,Male,45-64,80,277869.0,2,28.79054518496126,2,True
Utah,49,2011,Male,65+,36,105716.0,2,34.05350183510537,3,False
Utah,49,2012,Female,65+,0,147364.0,3,0.0,3,True
Utah,49,2012,Male,15-24,40,234242.0,1,17.07635693001255,1,True
Utah,49,2012,Male,25-44,90,408695.0,2,22.02131173613575,2,True
Utah,49,2012,Male,45-64,84,281801.0,2,29.808268955752467,2,True
Utah,49,2012,Male,65+,36,111485.0,2,32.29133964210432,3,False
Utah,49,2013,Female,45-64,12,152077.0,1,7.890739559565221,2,False
Utah,49,2013,Female,65+,0,68007.0,2,0.0,3,False
Utah,49,2013,Male,15-24,29,239204.0,1,12.123543084563803,1,True
Utah,49,2013,Male,25-44,97,413889.0,2,23.43623531913146,2,True
Utah,49,2013,Male,45-64,89,285911.0,2,31.12856798094512,2,True
Utah,49,2013,Male,65+,28,78083.0,1,35.85927794782475,3,False
Utah,49,2014,Female,25-44,11,189250.0,1,5.812417437252312,2,False
Utah,49,2014,Female,65+,0,69032.0,2,0.0,3,False
Utah,49,2014,Male,15-24,45,240993.0,1,18.672741531911715,1,True
Utah,49,2014,Male,25-44,76,420608.0,2,18.069080949482654,2,True
Utah,49,2014,Male,45-64,77,289926.0,2,26.55850113477232,2,True
Utah,49,2014,Male,65+,40,122731.0,2,32.5916027735454,3,False
Utah,49,2015,Female,15-24,10,237883.0,1,4.203747220272151,1,True
Utah,49,2015,Female,65+,0,70810.0,2,0.0,3,False
Utah,49,2015,Male,15-24,55,247412.0,1,22.230126267117196,1,True
Utah,49,2015,Male,25-44,94,427399.0,2,21.993500218765135,2,True
Utah,49,2015,Male,45-64,84,295570.0,2,28.419663700646208,2,True
Utah,49,2015,Male,65+,34,128382.0,2,26.48346341387422,3,False
Utah,49,2016,Female,25-44,12,221696.0,1,5.412817551963049,2,False
Utah,49,2016,Female,65+,0,21788.0,1,0.0,3,False
Utah,49,2016,Male,15-24,47,252018.0,1,18.649461546397482,1,True
Utah,49,2016,Male,25-44,88,436446.0,2,20.16286092666676,2,True
Utah,49,2016,Male,45-64,79,301259.0,2,26.2232829558619,2,True
Utah,49,2016,Male,65+,44,134340.0,2,32.75271698675004,3,False
Utah,49,2017,Female,25-44,14,207394.0,1,6.750436367493756,2,False
Utah,49,2017,Female,65+,0,74698.0,2,0.0,3,False
Utah,49,2017,Male,15-24,52,253102.0,1,20.545076688449715,1,True
Utah,49,2017,Male,25-44,106,447573.0,2,23.683287419035555,2,True
Utah,49,2017,Male,45-64,80,305718.0,2,26.167906371231002,2,True
Utah,49,2017,Male,65+,55,155912.0,3,35.276309713171536,3,True
Utah,49,2018,Female,45-64,10,159279.0,1,6.278291551303059,2,False
Utah,49,2018,Female,65+,0,22291.0,1,0.0,3,False
Utah,49,2018,Male,15-24,55,261009.0,1,21.072070311751702,1,True
Utah,49,2018,Male,25-44,124,458141.0,2,27.065903291781353,2,True
Utah,49,2018,Male,45-64,66,310181.0,2,21.277899033145165,2,True
Utah,49,2018,Male,65+,43,147441.0,2,29.1642080561038,3,False
Utah,49,2019,Female,25-44,16,218028.0,1,7.338506980754766,2,False
Utah,49,2019,Female,65+,0,81117.0,2,0.0,3,False
Utah,49,2019,Male,15-24,61,265118.0,1,23.00862257560784,1,True
Utah,49,2019,Male,25-44,113,466380.0,2,24.229169346884515,2,True
Utah,49,2019,Male,45-64,75,315018.0,2,23.808163343047063,2,True
Utah,49,2019,Male,65+,35,154626.0,2,22.635261857643602,3,False
Utah,49,2020,Female,25-44,10,233948.0,1,4.274454152204763,2,False
Utah,49,2020,Female,65+,0,83818.0,2,0.0,3,False
Utah,49,2020,Male,15-24,56,269189.0,1,20.80322747214782,1,True
Utah,49,2020,Male,25-44,114,474676.0,2,24.016381700359823,2,True
Utah,49,2020,Male,45-64,77,320518.0,2,24.02361177843366,2,True
Utah,49,2020,Male,65+,42,161871.0,2,25.946587097132902,3,False
Utah,49,2021,Female,25-44,11,238624.0,1,4.609762639131017,2,False
Utah,49,2021,Female,45-64,11,156014.0,1,7.050649300703783,2,False
Utah,49,2021,Female,65+,0,80560.0,2,0.0,3,False
Utah,49,2021,Male,15-24,60,279705.0,1,21.45117177025795,1,True
Utah,49,2021,Male,25-44,114,488105.0,2,23.355630448366643,2,True
Utah,49,2021,Male,45-64,89,338061.0,2,26.326609694700068,2,True
Utah,49,2021,Male,65+,55,169143.0,2,32.51686442832396,3,False
Utah,49,2022,Female,65+,0,23186.0,1,0.0,3,False
Utah,49,2022,Male,15-24,54,293593.0,1,18.392809092859842,1,True
Utah,49,2022,Male,25-44,119,495900.0,2,23.996773543053035,2,True
Utah,49,2022,Male,45-64,105,344809.0,2,30.451641343468413,2,True
Utah,49,2022,Male,65+,57,174923.0,2,32.585766308604356,3,False
Utah,49,2023,Female,15-24,10,280566.0,1,3.564223747709986,1,True
Utah,49,2023,Female,25-44,17,227574.0,1,7.470097638570311,2,False
Utah,49,2023,Female,65+,0,67919.0,1,0.0,3,False
Utah,49,2023,Male,15-24,54,294284.0,1,18.34962145410556,1,True
Utah,49,2023,Male,25-44,144,499315.0,2,28.83951012887656,2,True
Utah,49,2023,Male,45-64,117,351896.0,2,33.24845977220542,2,True
Utah,49,2023,Male,65+,38,181979.0,2,20.881530286461626,3,False
Utah,49,2024,Female,25-44,23,487779.0,2,4.715250144020141,2,True
Utah,49,2024,Female,65+,0,21737.0,1,0.0,3,False
Utah,49,2024,Male,15-24,50,304636.0,1,16.41303063328037,1,True
Utah,49,2024,Male,25-44,116,516901.0,2,22.44143462674671,2,True
